ts,value,y_true,event_type,event_id,is_missing
2026-01-01 00:00:00,10.10665097791405,0,none,-1,0
2026-01-01 00:01:00,9.640707978597382,0,none,-1,0
2026-01-01 00:02:00,10.275187526987413,0,none,-1,0
2026-01-01 00:03:00,10.348489484494152,0,none,-1,0
2026-01-01 00:04:00,9.33276651483042,0,none,-1,0
2026-01-01 00:05:00,9.5666036479921,0,none,-1,0
2026-01-01 00:06:00,10.079069762924313,0,none,-1,0
2026-01-01 00:07:00,9.926647778385624,0,none,-1,0
2026-01-01 00:08:00,10.038873701131571,0,none,-1,0
2026-01-01 00:09:00,9.745214309247093,0,none,-1,0
2026-01-01 00:10:00,10.371544283258379,0,none,-1,0
2026-01-01 00:11:00,10.341378290058074,0,none,-1,0
2026-01-01 00:12:00,10.09109299523225,0,none,-1,0
2026-01-01 00:13:00,10.480208992192097,0,none,-1,0
2026-01-01 00:14:00,10.247830591041746,0,none,-1,0
2026-01-01 00:15:00,9.772101215010053,0,none,-1,0
2026-01-01 00:16:00,10.223898980605314,0,none,-1,0
2026-01-01 00:17:00,9.745466875724407,0,none,-1,0
2026-01-01 00:18:00,10.42212484660023,0,none,-1,0
2026-01-01 00:19:00,10.088174742395493,0,none,-1,0
2026-01-01 00:20:00,10.044142489493424,0,none,-1,0
2026-01-01 00:21:00,9.86686912809577,0,none,-1,0
2026-01-01 00:22:00,10.574567173355483,0,none,-1,0
2026-01-01 00:23:00,10.071645638570395,0,none,-1,0
2026-01-01 00:24:00,9.975540572568157,0,none,-1,0
2026-01-01 00:25:00,10.009075971033877,0,none,-1,0
2026-01-01 00:26:00,10.343927445161516,0,none,-1,0
2026-01-01 00:27:00,10.28763846801392,0,none,-1,0
2026-01-01 00:28:00,10.311230960482561,0,none,-1,0
2026-01-01 00:29:00,10.32394533127549,0,none,-1,0
2026-01-01 00:30:00,10.97333563211103,0,none,-1,0
2026-01-01 00:31:00,10.020208023377013,0,none,-1,0
2026-01-01 00:32:00,9.985431862585193,0,none,-1,0
2026-01-01 00:33:00,9.876357715802122,0,none,-1,0
2026-01-01 00:34:00,10.423888620779108,0,none,-1,0
2026-01-01 00:35:00,10.625125914517607,0,none,-1,0
2026-01-01 00:36:00,10.157737524530367,0,none,-1,0
2026-01-01 00:37:00,9.885663271167925,0,none,-1,0
2026-01-01 00:38:00,9.896483609248529,0,none,-1,0
2026-01-01 00:39:00,10.467546922803946,0,none,-1,0
2026-01-01 00:40:00,10.50928813463893,0,none,-1,0
2026-01-01 00:41:00,10.438298702716132,0,none,-1,0
2026-01-01 00:42:00,9.977204499778683,0,none,-1,0
2026-01-01 00:43:00,10.329826076555063,0,none,-1,0
2026-01-01 00:44:00,10.29071766657102,0,none,-1,0
2026-01-01 00:45:00,10.336009954791455,0,none,-1,0
2026-01-01 00:46:00,10.59619018714895,0,none,-1,0
2026-01-01 00:47:00,10.349310665762602,0,none,-1,0
2026-01-01 00:48:00,10.533293869121591,0,none,-1,0
2026-01-01 00:49:00,10.299456742764871,0,none,-1,0
2026-01-01 00:50:00,10.392131633504953,0,none,-1,0
2026-01-01 00:51:00,10.53272328238089,0,none,-1,0
2026-01-01 00:52:00,9.713823529961019,0,none,-1,0
2026-01-01 00:53:00,10.168320138008081,0,none,-1,0
2026-01-01 00:54:00,10.113734883891436,0,none,-1,0
2026-01-01 00:55:00,10.051811296299269,0,none,-1,0
2026-01-01 00:56:00,10.201633597816498,0,none,-1,0
2026-01-01 00:57:00,10.913523821120494,0,none,-1,0
2026-01-01 00:58:00,9.975744978867617,0,none,-1,0
2026-01-01 00:59:00,10.715785847692443,0,none,-1,0
2026-01-01 01:00:00,9.656901401158988,0,none,-1,0
2026-01-01 01:01:00,10.20361910339916,0,none,-1,0
2026-01-01 01:02:00,10.409530571162497,0,none,-1,0
2026-01-01 01:03:00,10.5862871359383,0,none,-1,0
2026-01-01 01:04:00,10.642831848316735,0,none,-1,0
2026-01-01 01:05:00,10.682169956607423,0,none,-1,0
2026-01-01 01:06:00,10.223632964010351,0,none,-1,0
2026-01-01 01:07:00,10.182413439915639,0,none,-1,0
2026-01-01 01:08:00,10.726731504263038,0,none,-1,0
2026-01-01 01:09:00,10.303345423299982,0,none,-1,0
2026-01-01 01:10:00,9.863807123500857,0,none,-1,0
2026-01-01 01:11:00,9.92663214198522,0,none,-1,0
2026-01-01 01:12:00,10.019105714981404,0,none,-1,0
2026-01-01 01:13:00,10.60823389389749,0,none,-1,0
2026-01-01 01:14:00,10.467319187325096,0,none,-1,0
2026-01-01 01:15:00,10.699826798980277,0,none,-1,0
2026-01-01 01:16:00,10.24173669114141,0,none,-1,0
2026-01-01 01:17:00,10.49035835391517,0,none,-1,0
2026-01-01 01:18:00,10.690450581803635,0,none,-1,0
2026-01-01 01:19:00,10.305856090611702,0,none,-1,0
2026-01-01 01:20:00,10.631448302975715,0,none,-1,0
2026-01-01 01:21:00,10.16812667715172,0,none,-1,0
2026-01-01 01:22:00,10.298405760233548,0,none,-1,0
2026-01-01 01:23:00,10.295519800853201,0,none,-1,0
2026-01-01 01:24:00,9.957189116889017,0,none,-1,0
2026-01-01 01:25:00,10.67244053853599,0,none,-1,0
2026-01-01 01:26:00,10.273251868591723,0,none,-1,0
2026-01-01 01:27:00,10.482489802197241,0,none,-1,0
2026-01-01 01:28:00,10.686702837235543,0,none,-1,0
2026-01-01 01:29:00,10.677748785990248,0,none,-1,0
2026-01-01 01:30:00,10.776673546790164,0,none,-1,0
2026-01-01 01:31:00,10.455981823639533,0,none,-1,0
2026-01-01 01:32:00,10.32203284305835,0,none,-1,0
2026-01-01 01:33:00,10.474260040179189,0,none,-1,0
2026-01-01 01:34:00,9.788503029169355,0,none,-1,0
2026-01-01 01:35:00,9.895751866562797,0,none,-1,0
2026-01-01 01:36:00,9.953423519708602,0,none,-1,0
2026-01-01 01:37:00,10.098164434002102,0,none,-1,0
2026-01-01 01:38:00,10.70733872834367,0,none,-1,0
2026-01-01 01:39:00,10.146658909058779,0,none,-1,0
2026-01-01 01:40:00,10.380197038073254,0,none,-1,0
2026-01-01 01:41:00,11.115203391322405,0,none,-1,0
2026-01-01 01:42:00,10.399368022196176,0,none,-1,0
2026-01-01 01:43:00,10.882042236553232,0,none,-1,0
2026-01-01 01:44:00,10.15629364910783,0,none,-1,0
2026-01-01 01:45:00,10.479912618869005,0,none,-1,0
2026-01-01 01:46:00,10.157765172106568,0,none,-1,0
2026-01-01 01:47:00,10.43092514447478,0,none,-1,0
2026-01-01 01:48:00,10.955556233416665,0,none,-1,0
2026-01-01 01:49:00,9.827442104529986,0,none,-1,0
2026-01-01 01:50:00,10.787373189866866,0,none,-1,0
2026-01-01 01:51:00,10.705564302952531,0,none,-1,0
2026-01-01 01:52:00,10.341479973449637,0,none,-1,0
2026-01-01 01:53:00,9.967200791285679,0,none,-1,0
2026-01-01 01:54:00,10.647319313001034,0,none,-1,0
2026-01-01 01:55:00,10.383901139936214,0,none,-1,0
2026-01-01 01:56:00,10.729115056336767,0,none,-1,0
2026-01-01 01:57:00,10.639848343587735,0,none,-1,0
2026-01-01 01:58:00,11.353373731725087,0,none,-1,0
2026-01-01 01:59:00,10.532395986392,0,none,-1,0
2026-01-01 02:00:00,10.184264184472015,0,none,-1,0
2026-01-01 02:01:00,10.730549125376177,0,none,-1,0
2026-01-01 02:02:00,10.753960154122618,0,none,-1,0
2026-01-01 02:03:00,11.27421283375418,0,none,-1,0
2026-01-01 02:04:00,11.04268717227483,0,none,-1,0
2026-01-01 02:05:00,10.831162415019092,0,none,-1,0
2026-01-01 02:06:00,11.339144479104077,0,none,-1,0
2026-01-01 02:07:00,10.137729199625815,0,none,-1,0
2026-01-01 02:08:00,10.392007861395863,0,none,-1,0
2026-01-01 02:09:00,10.265342878229319,0,none,-1,0
2026-01-01 02:10:00,10.51500386240732,0,none,-1,0
2026-01-01 02:11:00,10.067318258652364,0,none,-1,0
2026-01-01 02:12:00,10.994367473408186,0,none,-1,0
2026-01-01 02:13:00,10.605490215893665,0,none,-1,0
2026-01-01 02:14:00,10.035241330322577,0,none,-1,0
2026-01-01 02:15:00,10.24881681479917,0,none,-1,0
2026-01-01 02:16:00,10.86662725536283,0,none,-1,0
2026-01-01 02:17:00,11.114226191516213,0,none,-1,0
2026-01-01 02:18:00,11.656283715818333,0,none,-1,0
2026-01-01 02:19:00,12.087947272240903,0,none,-1,0
2026-01-01 02:20:00,10.933167568102188,0,none,-1,0
2026-01-01 02:21:00,10.284680464177747,0,none,-1,0
2026-01-01 02:22:00,9.756048789921335,0,none,-1,0
2026-01-01 02:23:00,10.879491758460274,0,none,-1,0
2026-01-01 02:24:00,10.379029547373234,0,none,-1,0
2026-01-01 02:25:00,10.56923165426522,0,none,-1,0
2026-01-01 02:26:00,10.481264170059477,0,none,-1,0
2026-01-01 02:27:00,10.706765951461282,0,none,-1,0
2026-01-01 02:28:00,11.278849082692602,0,none,-1,0
2026-01-01 02:29:00,10.855977683684818,0,none,-1,0
2026-01-01 02:30:00,10.711695532901448,0,none,-1,0
2026-01-01 02:31:00,10.301763417521515,0,none,-1,0
2026-01-01 02:32:00,10.003210037657908,0,none,-1,0
2026-01-01 02:33:00,10.569626077250925,0,none,-1,0
2026-01-01 02:34:00,10.779005037674844,0,none,-1,0
2026-01-01 02:35:00,11.64908112001465,0,none,-1,0
2026-01-01 02:36:00,10.875429395581117,0,none,-1,0
2026-01-01 02:37:00,11.286186310411484,0,none,-1,0
2026-01-01 02:38:00,10.584018574149496,0,none,-1,0
2026-01-01 02:39:00,10.260425187986502,0,none,-1,0
2026-01-01 02:40:00,10.369221953467253,0,none,-1,0
2026-01-01 02:41:00,10.48791529975956,0,none,-1,0
2026-01-01 02:42:00,11.861253109701108,0,none,-1,0
2026-01-01 02:43:00,10.449449756918376,0,none,-1,0
2026-01-01 02:44:00,11.251990821940602,0,none,-1,0
2026-01-01 02:45:00,10.417723332543801,0,none,-1,0
2026-01-01 02:46:00,11.306623532084913,0,none,-1,0
2026-01-01 02:47:00,11.047402310947357,0,none,-1,0
2026-01-01 02:48:00,10.789888299123144,0,none,-1,0
2026-01-01 02:49:00,10.850180826933533,0,none,-1,0
2026-01-01 02:50:00,10.556519854388203,0,none,-1,0
2026-01-01 02:51:00,11.095077812354157,0,none,-1,0
2026-01-01 02:52:00,10.661298899215579,0,none,-1,0
2026-01-01 02:53:00,10.28988124857948,0,none,-1,0
2026-01-01 02:54:00,10.267760840518168,0,none,-1,0
2026-01-01 02:55:00,10.979410922727666,0,none,-1,0
2026-01-01 02:56:00,11.671349664489671,0,none,-1,0
2026-01-01 02:57:00,10.981737367243483,0,none,-1,0
2026-01-01 02:58:00,10.84937210130318,0,none,-1,0
2026-01-01 02:59:00,11.051909005528705,0,none,-1,0
2026-01-01 03:00:00,11.557503970243697,0,none,-1,0
2026-01-01 03:01:00,11.027717095136998,0,none,-1,0
2026-01-01 03:02:00,10.721379130061585,0,none,-1,0
2026-01-01 03:03:00,11.473544241277947,0,none,-1,0
2026-01-01 03:04:00,11.14362189333258,0,none,-1,0
2026-01-01 03:05:00,11.695262902166093,0,none,-1,0
2026-01-01 03:06:00,11.030572106788506,0,none,-1,0
2026-01-01 03:07:00,10.336887033908052,0,none,-1,0
2026-01-01 03:08:00,10.26879808131637,0,none,-1,0
2026-01-01 03:09:00,11.771996934497166,0,none,-1,0
2026-01-01 03:10:00,11.81307357236486,0,none,-1,0
2026-01-01 03:11:00,10.870118550103633,0,none,-1,0
2026-01-01 03:12:00,10.772342027921274,0,none,-1,0
2026-01-01 03:13:00,11.696846455517948,0,none,-1,0
2026-01-01 03:14:00,10.417834363511698,0,none,-1,0
2026-01-01 03:15:00,10.527265414873673,0,none,-1,0
2026-01-01 03:16:00,11.301042459484746,0,none,-1,0
2026-01-01 03:17:00,10.784671186718885,0,none,-1,0
2026-01-01 03:18:00,10.983779537580608,0,none,-1,0
2026-01-01 03:19:00,10.90796007555679,0,none,-1,0
2026-01-01 03:20:00,11.163730068060055,0,none,-1,0
2026-01-01 03:21:00,11.706632341386568,0,none,-1,0
2026-01-01 03:22:00,11.046982083502552,0,none,-1,0
2026-01-01 03:23:00,11.330101424977574,0,none,-1,0
2026-01-01 03:24:00,9.972448700396873,0,none,-1,0
2026-01-01 03:25:00,10.987672334310727,0,none,-1,0
